Time,Current_X,Current_Y,Path_X,Path_Y
142.193,140.54,-8.87076,140.54,-8.87076
142.193,140.54,-8.87076,140.568,-8.87063
142.193,140.54,-8.87076,140.595,-8.87022
142.193,140.54,-8.87076,140.623,-8.86953
142.193,140.54,-8.87076,140.651,-8.86857
142.193,140.54,-8.87076,140.679,-8.86732
142.193,140.54,-8.87076,140.706,-8.8658
142.243,140.54,-8.87076,140.54,-8.87076
142.243,140.54,-8.87076,140.568,-8.87104
142.243,140.54,-8.87076,140.595,-8.87189
142.243,140.54,-8.87076,140.623,-8.87328
142.243,140.54,-8.87076,140.651,-8.87523
142.243,140.54,-8.87076,140.678,-8.87773
142.243,140.54,-8.87076,140.706,-8.88079
142.293,140.54,-8.87076,140.54,-8.87076
142.293,140.54,-8.87076,140.568,-8.87077
142.293,140.54,-8.87076,140.595,-8.87077
142.293,140.54,-8.87076,140.623,-8.87078
142.293,140.54,-8.87076,140.651,-8.87079
142.293,140.54,-8.87076,140.679,-8.8708
142.293,140.54,-8.87076,140.706,-8.8708
142.343,140.54,-8.87076,140.54,-8.87076
142.343,140.54,-8.87076,140.568,-8.87063
142.343,140.54,-8.87076,140.595,-8.87022
142.343,140.54,-8.87076,140.623,-8.86953
142.343,140.54,-8.87076,140.651,-8.86857
142.343,140.54,-8.87076,140.679,-8.86732
142.343,140.54,-8.87076,140.706,-8.8658
142.393,140.538,-8.87074,140.538,-8.87074
142.393,140.538,-8.87074,140.555,-8.87091
142.393,140.538,-8.87074,140.572,-8.87142
142.393,140.538,-8.87074,140.588,-8.87225
142.393,140.538,-8.87074,140.605,-8.87342
142.393,140.538,-8.87074,140.622,-8.87493
142.393,140.538,-8.87074,140.638,-8.87676
142.443,140.538,-8.87074,140.538,-8.87074
142.443,140.538,-8.87074,140.566,-8.87051
142.443,140.538,-8.87074,140.594,-8.86983
142.443,140.538,-8.87074,140.622,-8.86868
142.443,140.538,-8.87074,140.649,-8.86708
142.443,140.538,-8.87074,140.677,-8.86501
142.443,140.538,-8.87074,140.705,-8.86249
142.493,140.537,-8.87072,140.537,-8.87072
142.493,140.537,-8.87072,140.554,-8.87084
142.493,140.537,-8.87072,140.57,-8.87118
142.493,140.537,-8.87072,140.587,-8.87174
142.493,140.537,-8.87072,140.604,-8.87252
142.493,140.537,-8.87072,140.62,-8.87353
142.493,140.537,-8.87072,140.637,-8.87476
142.543,140.537,-8.87072,140.537,-8.87072
142.543,140.537,-8.87072,140.565,-8.8705
142.543,140.537,-8.87072,140.593,-8.86983
142.543,140.537,-8.87072,140.62,-8.86871
142.543,140.537,-8.87072,140.648,-8.86715
142.543,140.537,-8.87072,140.676,-8.86513
142.543,140.537,-8.87072,140.703,-8.86266
142.593,140.536,-8.87071,140.536,-8.87071
142.593,140.536,-8.87071,140.553,-8.87083
142.593,140.536,-8.87071,140.569,-8.87118
142.593,140.536,-8.87071,140.586,-8.87175
142.593,140.536,-8.87071,140.603,-8.87256
142.593,140.536,-8.87071,140.619,-8.8736
142.593,140.536,-8.87071,140.636,-8.87486
142.643,140.536,-8.87071,140.536,-8.87071
142.643,140.536,-8.87071,140.564,-8.8705
142.643,140.536,-8.87071,140.592,-8.86984
142.643,140.536,-8.87071,140.62,-8.86875
142.643,140.536,-8.87071,140.647,-8.86721
142.643,140.536,-8.87071,140.675,-8.86523
142.643,140.536,-8.87071,140.703,-8.86282
142.693,140.536,-8.8707,140.536,-8.8707
142.693,140.536,-8.8707,140.558,-8.87086
142.693,140.536,-8.8707,140.58,-8.87134
142.693,140.536,-8.8707,140.602,-8.87213
142.693,140.536,-8.8707,140.624,-8.87323
142.693,140.536,-8.8707,140.647,-8.87465
142.693,140.536,-8.8707,140.669,-8.87638
142.743,140.536,-8.8707,140.536,-8.8707
142.743,140.536,-8.8707,140.564,-8.87049
142.743,140.536,-8.8707,140.591,-8.86985
142.743,140.536,-8.8707,140.619,-8.86878
142.743,140.536,-8.8707,140.647,-8.86728
142.743,140.536,-8.8707,140.675,-8.86534
142.743,140.536,-8.8707,140.702,-8.86298
142.793,140.535,-8.8707,140.535,-8.8707
