Time,Current_X,Current_Y,Path_X,Path_Y
399.393,140.639,-8.83375,140.639,-8.83375
399.393,140.639,-8.83375,140.664,-8.82071
399.393,140.639,-8.83375,140.688,-8.80743
399.393,140.639,-8.83375,140.712,-8.7939
399.393,140.639,-8.83375,140.736,-8.78013
399.393,140.639,-8.83375,140.76,-8.76612
399.393,140.639,-8.83375,140.784,-8.75188
399.443,140.639,-8.83375,140.639,-8.83375
399.443,140.639,-8.83375,140.658,-8.85399
399.443,140.639,-8.83375,140.677,-8.87461
399.443,140.639,-8.83375,140.695,-8.8956
399.443,140.639,-8.83375,140.713,-8.91695
399.443,140.639,-8.83375,140.73,-8.93864
399.443,140.639,-8.83375,140.747,-8.96069
399.493,140.639,-8.83375,140.639,-8.83375
399.493,140.639,-8.83375,140.667,-8.83375
399.493,140.639,-8.83375,140.695,-8.83376
399.493,140.639,-8.83375,140.722,-8.83377
399.493,140.639,-8.83375,140.75,-8.83377
399.493,140.639,-8.83375,140.778,-8.83378
399.493,140.639,-8.83375,140.806,-8.83379
399.543,140.639,-8.83375,140.639,-8.83375
399.543,140.639,-8.83375,140.664,-8.82071
399.543,140.639,-8.83375,140.688,-8.80743
399.543,140.639,-8.83375,140.712,-8.7939
399.543,140.639,-8.83375,140.736,-8.78013
399.543,140.639,-8.83375,140.76,-8.76612
399.543,140.639,-8.83375,140.784,-8.75188
399.593,140.639,-8.83375,140.639,-8.83375
399.593,140.639,-8.83375,140.658,-8.85399
399.593,140.639,-8.83375,140.677,-8.87461
399.593,140.639,-8.83375,140.695,-8.8956
399.593,140.639,-8.83375,140.713,-8.91695
399.593,140.639,-8.83375,140.73,-8.93864
399.593,140.639,-8.83375,140.747,-8.96069
399.643,140.638,-8.83373,140.638,-8.83373
399.643,140.638,-8.83373,140.652,-8.82577
399.643,140.638,-8.83373,140.667,-8.81773
399.643,140.638,-8.83373,140.682,-8.80959
399.643,140.638,-8.83373,140.696,-8.80137
399.643,140.638,-8.83373,140.711,-8.79306
399.643,140.638,-8.83373,140.725,-8.78466
399.693,140.638,-8.83372,140.638,-8.83372
399.693,140.638,-8.83372,140.665,-8.83933
399.693,140.638,-8.83372,140.692,-8.84504
399.693,140.638,-8.83372,140.719,-8.85086
399.693,140.638,-8.83372,140.746,-8.85678
399.693,140.638,-8.83372,140.773,-8.8628
399.693,140.638,-8.83372,140.801,-8.86893
399.743,140.637,-8.83371,140.637,-8.83371
399.743,140.637,-8.83371,140.651,-8.82607
