6770.756983060332,-5443.240864031554
6770.759473334343,-5442.940859292174
6770.761963608309,-5442.640854552788
6770.764453868732,-5442.340849813291
6770.766944093737,-5442.040845073501
6770.769435050564,-5441.740840339844
6770.77193032342,-5441.440835642373
6770.774486838025,-5441.140831459701
6770.777050315466,-5440.840827337
6770.7796138270505,-5440.5408232144855
6770.782177339503,-5440.24081909198
6770.784740851293,-5439.940814969465
6770.78730436307,-5439.640810846956
6770.78986787486,-5439.340806724443
6770.79243138665,-5439.040802601931
6770.794994898437,-5438.740798479421
6770.797558410228,-5438.440794356909
6770.800121922014,-5438.140790234398
6770.802685433807,-5437.840786111887
6770.805248945601,-5437.540781989374
6770.807812457378,-5437.240777866863
6770.810375968804,-5436.940773744345
6770.812939481204,-5436.640769621841
6770.815503011808,-5436.340765499488
6770.818066492047,-5436.040761376711
6770.820629025516,-5435.740757245958
6770.82319417377,-5435.440753137231
6770.825684732262,-5435.140748400168
6770.828176684178,-5434.840743674847
6770.830667577571,-5434.540738940608
6770.833158430336,-5434.240734206025
6770.835649049629,-5433.9407294694765
6770.838140370209,-5433.640724738838
6770.840650092001,-5433.340720163205
6770.84321759508,-5433.040716074314
6770.84578113601,-5432.740711952049
6770.848344571035,-5432.440707828893
6770.850908082257,-5432.140703706376
6770.853471595521,-5431.840699583876
6770.856035107322,-5431.540695461364
6770.858598619084,-5431.240691338853
6770.86116213087,-5430.940687216341
6770.863725642663,-5430.640683093832
6770.866289154454,-5430.340678971318
6770.868852666237,-5430.040674848806
6770.871416178026,-5429.740670726294
6770.873979689821,-5429.440666603783
6770.876543201706,-5429.140662481273
6770.879106713338,-5428.84065835876
6770.881670220012,-5428.540654236204
6770.884233740014,-5428.240650113762
6770.886797517588,-5427.940645993491
6770.889360603673,-5427.640641867391
6770.891905065348,-5427.340637584423
6770.894391330288,-5427.040632811272
6770.896881572583,-5426.74062807162
6770.899371925628,-5426.440623332905
6770.901862271161,-5426.140618594127
6770.904352429439,-5425.840613853768
6770.906838999375,-5425.540609083186
6770.909380437024,-5425.2406047747445
6770.911943835979,-5424.940600651283
6770.914507635612,-5424.640596531194
6770.917071149594,-5424.340592408702
6770.91963465585,-5424.040588286143
6770.922198167594,-5423.740584163632
6770.924761679491,-5423.440580041121
6770.927325191279,-5423.14057591861
6770.929888703069,-5422.840571796099
